ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Recency_scaled,Income_scaled,Total_Spending,Total_Spending_scaled,Total_Purchases,Total_Purchases_scaled,Total_Campaign_Response,Cluster
339,1972,4,0.38571428571428573,57091.0,0,1,23-11-2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,1.1358833913027029,0.23910165931442898,496,-0.1827501361865206,16,0.48030176827776777,2,1
2516,1969,5,0.38571428571428573,46831.0,1,1,08-06-2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,1.204953735286905,-0.24020715921303934,78,-0.87694134316283,5,-1.0464602672040522,0,0
9010,1972,3,0.38571428571428573,83151.0,0,0,10-02-2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,1.0668130473185005,1.4565273718705523,2346,2.889627215263652,22,1.3130810603587604,4,1
378,1971,2,0.38571428571428573,52531.0,0,0,30-12-2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,0.6523909834132863,0.026075517746665274,794,0.3121517290741018,19,0.896691414318264,0,1
4808,1956,2,0.38571428571428573,15759.0,0,0,05-09-2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-1.2815786481443796,-1.6917747624572397,17,-0.9782467585349708,3,-1.324053364564383,0,0
5068,1971,2,0.21428571428571427,22804.0,1,0,31-07-2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,0.8941371873579945,-1.3626587169868678,26,-0.9633000579062942,4,-1.1852568158842176,0,0
7628,1973,5,0.38571428571428573,43050.0,1,0,18-03-2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,-1.350648992128582,-0.41684133492964337,76,-0.8802628321914248,6,-0.9076637185238866,0,0
7128,1977,4,0.21428571428571427,42997.0,1,1,07-12-2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.4466999392316133,-0.4193172966627775,15,-0.9815682475635656,3,-1.324053364564383,0,0
2811,1963,4,0.21428571428571427,48918.0,1,1,12-04-2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,-0.970762100215469,-0.14271032643849485,62,-0.9035132553915882,5,-1.0464602672040522,0,0
3551,1954,3,0.25892857142857145,60033.0,0,1,29-03-2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,-0.7290158962707608,0.37654089363292914,198,-0.6776520014471431,8,-0.6300706211635557,0,0
1663,1978,4,0.25892857142857145,34043.0,1,0,25-10-2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,1.6539109711842206,-0.8376146807850924,49,-0.9251029340774544,4,-1.1852568158842176,0,0
5543,1966,2,0.25892857142857145,57811.0,0,1,24-06-2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,-0.0037772844366360664,0.2727373658777601,802,0.325437685188481,20,1.0354879629984295,1,1
1577,1946,2,0.38571428571428573,78569.0,0,0,19-02-2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,-1.2125083041601774,1.2424734726022422,1736,1.876573061542244,14,0.20270867091743688,2,1
10641,1978,2,0.21428571428571427,7500.0,1,1,27-12-2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,-1.5233248520890879,-2.077604346494117,57,-0.9118169779630751,6,-0.9076637185238866,0,0
5336,1971,3,0.25892857142857145,157733.0,1,0,04-06-2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,-0.4181993483418502,4.940719409240498,59,-0.9084954889344804,2,-1.4628499132445483,0,1
6024,1953,2,0.25892857142857145,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,0.44517995146067924,1.9812911105176332,2302,2.816554456634567,18,0.7578948656380986,4,1
1878,1985,5,0.38571428571428573,23148.0,0,0,18-02-2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1.170418563294804,-1.346588323851054,37,-0.945031868249023,5,-1.0464602672040522,0,0
3099,1970,2,0.10357142857142858,44267.0,1,1,25-02-2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,-0.03831245642873724,-0.35998764758579066,310,-0.4916486158458353,11,-0.21368097512305942,0,0
6055,1979,2,0.38571428571428573,71626.0,0,0,01-11-2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,1.550305455207917,0.9181224855616757,1305,1.1607921758800686,18,0.7578948656380986,1,1
5841,1966,2,0.25892857142857145,60894.0,0,1,28-06-2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,0.4106447794685781,0.41676359273157926,832,0.3752600206174027,21,1.174284511678595,0,1
3972,1976,2,0.25892857142857145,50200.0,1,1,03-04-2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,0.7214613273974887,-0.08282008225211919,401,-0.34052086504477275,13,0.06391212223727145,0,0
4394,1965,4,0.38571428571428573,81051.0,0,0,23-05-2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,-0.21098831638924315,1.358423227727503,1501,1.4862981006823572,22,1.3130810603587604,2,1
5758,1982,2,0.38571428571428573,65169.0,0,0,14-01-2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,-0.9016917562312667,0.6164756004513577,1189,0.9681458122215713,27,2.007063803759588,5,1
6658,1972,2,0.25892857142857145,59868.0,0,1,22-07-2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,-0.4181993483418502,0.3688327108788324,1194,0.9764495347930582,25,1.7294707063992567,0,1
4603,1960,4,0.38571428571428573,65695.0,0,1,31-01-2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,0.030757887555465113,0.6410483527462357,656,0.0829689861010619,19,0.896691414318264,0,1
8427,1956,3,0.21428571428571427,64857.0,0,0,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,0.9977427033342982,0.6019001276072475,1540,1.5510671367399553,22,1.3130810603587604,0,1
10260,1965,3,0.25892857142857145,45143.0,0,1,26-08-2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,0.8596020153658934,-0.31906420460040447,311,-0.4899878713315379,12,-0.07488442644289399,0,0
7143,1955,5,0.25892857142857145,74805.0,0,1,06-11-2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,-1.2125083041601774,1.0666334732906058,820,0.355331086445834,21,1.174284511678595,0,1
8789,1989,5,0.38571428571428573,59060.0,1,0,11-01-2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,0.9632075313421969,0.3310859735133164,274,-0.5514354183605413,11,-0.21368097512305942,0,0
6197,1962,4,0.21428571428571427,27238.0,1,1,20-04-2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,-0.3491290043576479,-1.1555188240676872,57,-0.9118169779630751,6,-0.9076637185238866,0,0
4554,1965,2,0.25892857142857145,47009.0,0,1,01-10-2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,1.3776295952474111,-0.23189166509043804,448,-0.2624658728727954,13,0.06391212223727145,0,0
4937,1973,5,0.38571428571428573,46094.0,1,1,10-06-2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.44517995146067924,-0.274637042181338,44,-0.9334066566489413,4,-1.1852568158842176,0,0
1920,1972,2,0.38571428571428573,40321.0,1,1,29-07-2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,0.3415744354843757,-0.5443300060564914,102,-0.8370834748196926,6,-0.9076637185238866,0,0
8749,1984,2,0.25892857142857145,37235.0,1,0,01-02-2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,0.6523909834132863,-0.6884963816876578,61,-0.9051739999058857,4,-1.1852568158842176,0,0
1650,1960,3,0.38571428571428573,81843.0,0,0,22-04-2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,-1.2470434761522784,1.3954225049471674,1643,1.7221238217125867,26,1.8682672550794222,0,1
10377,1958,3,0.25892857142857145,46692.0,0,1,06-06-2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,-0.4181993483418502,-0.24670071923012687,397,-0.3471638431019623,12,-0.07488442644289399,0,0
9206,1968,2,0.25892857142857145,77382.0,0,1,07-01-2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,-0.4527345203339514,1.1870212730318617,1121,0.8552151852493486,24,1.5906741577190913,1,1
10971,1977,2,0.21428571428571427,37774.0,2,0,03-09-2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,-0.7290158962707608,-0.6633163180242753,473,-0.2209472600153606,12,-0.07488442644289399,2,0
6398,1974,1,0.38571428571428573,18393.0,1,0,29-03-2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,-1.6269303680653915,-1.5687241359463866,50,-0.9234421895631569,6,-0.9076637185238866,0,0
9212,1962,3,0.38571428571428573,72828.0,0,1,14-02-2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,-1.1089027881838738,0.9742754290187924,1678,1.7802498797129953,22,1.3130810603587604,0,1
7937,1982,2,0.38571428571428573,24711.0,0,0,18-04-2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,1.2740240792711075,-1.2735708108531563,58,-0.9101562334487778,6,-0.9076637185238866,0,0
839,1975,4,0.38571428571428573,45503.0,1,0,25-09-2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,0.16889857552386983,-0.30224635131873895,170,-0.72415284784747,8,-0.6300706211635557,0,0
4246,1982,3,0.21428571428571427,6560.0,0,0,12-12-2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,-1.6269303680653915,-2.12151763006291,373,-0.38702171144509967,2,-1.4628499132445483,0,0
158,1945,4,0.25892857142857145,71604.0,0,0,17-11-2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,-1.5923951960732903,0.9170947278611296,1196,0.9797710238216529,16,0.48030176827776777,2,1
4832,1979,2,0.38571428571428573,27244.0,1,0,07-03-2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,1.204953735286905,-1.1552385265129927,101,-0.83874421933399,6,-0.9076637185238866,0,0
5621,1969,2,0.38571428571428573,48752.0,1,1,12-12-2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,-1.4197193361127844,-0.15046522545170732,316,-0.48168414876005095,12,-0.07488442644289399,1,0
1945,1962,2,0.38571428571428573,71434.0,0,1,18-09-2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,-1.557860024081189,0.909152963811454,1400,1.3185629047383207,18,0.7578948656380986,2,1
5147,1948,2,0.21428571428571427,90842.0,0,0,29-07-2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,0.27250409150017335,1.8158221207296905,1424,1.3584207730814581,26,1.8682672550794222,0,1
2535,1978,3,0.38571428571428573,88097.0,1,0,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,-0.8671565842391655,1.6875859894569907,844,0.39518895478897137,19,0.896691414318264,4,1
11039,1975,2,0.38571428571428573,51948.0,0,1,17-09-2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,0.06529305954756628,-0.001160061317809775,311,-0.4899878713315379,11,-0.21368097512305942,0,0
9495,1982,2,0.25892857142857145,71853.0,0,0,08-05-2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,-0.6944807242786596,0.9287270763809482,1149,0.9017160316496756,16,0.48030176827776777,0,1
9635,1983,3,0.38571428571428573,35876.0,0,0,20-04-2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,-1.2470434761522784,-0.7519837778259453,129,-0.7922433729336631,7,-0.7688671698437212,0,0
2173,1952,2,0.034375,40049.0,0,1,16-10-2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,-0.9016917562312667,-0.5570368285359721,32,-0.95333559082051,4,-1.1852568158842176,0,0
942,1982,2,0.21428571428571427,39660.0,1,0,08-08-2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,-0.4527345203339514,-0.575209453331994,299,-0.5099168055031066,11,-0.21368097512305942,1,0
9386,1962,2,0.25892857142857145,50127.0,0,1,29-05-2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,1.34309442325531,-0.08623036916756804,320,-0.4750411707028614,12,-0.07488442644289399,1,0
5510,1977,3,0.38571428571428573,43263.0,0,1,21-11-2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,-1.6269303680653915,-0.40689077173799126,441,-0.2740910844728771,13,0.06391212223727145,0,0
873,1949,3,0.38571428571428573,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,-1.5923951960732903,0.5079070142663834,1178,0.9498776225642999,17,0.6190983169579332,2,1
2253,1990,2,0.38571428571428573,18929.0,0,0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,-1.1779731321680762,-1.5436842210603512,85,-0.8653161315627482,5,-1.0464602672040522,0,0
5181,1982,1,0.21428571428571427,24367.0,1,0,20-03-2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,0.30703926349227456,-1.28964120398897,24,-0.9666215469348891,3,-1.324053364564383,0,0
979,1975,2,0.21428571428571427,33249.0,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,-1.3161138201364808,-0.8747073905229881,112,-0.8204760296767187,6,-0.9076637185238866,0,0
10390,1959,5,0.38571428571428573,26887.0,0,1,10-02-2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,-0.763551068262862,-1.171916231017311,30,-0.9566570798491048,4,-1.1852568158842176,0,0
4698,1983,4,0.38571428571428573,50150.0,0,0,20-06-2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,-0.5908752083023561,-0.08515589520790608,410,-0.3255741644160962,14,0.20270867091743688,0,0
7793,1976,2,0.25892857142857145,62061.0,0,1,31-08-2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,-1.2815786481443796,0.4712814671196451,800,0.3221161961598862,21,1.174284511678595,1,1
1745,1962,4,0.10357142857142858,85696.0,0,0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,1.34309442325531,1.5754202513201045,1313,1.1740781319944478,19,0.896691414318264,1,1
10590,1956,4,0.25892857142857145,76542.0,0,0,30-03-2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,1.4466999392316133,1.147779615374642,1483,1.4564046994250042,22,1.3130810603587604,0,1
5080,1993,2,0.21428571428571427,70515.0,0,0,21-10-2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,-1.2815786481443796,0.8662207216840911,1258,1.0827371837080912,16,0.48030176827776777,1,1
8369,1987,2,0.25892857142857145,18227.0,1,0,08-11-2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,-0.970762100215469,-1.5764790349595992,28,-0.9599785688776995,3,-1.324053364564383,0,0
5232,1965,2,0.38571428571428573,69139.0,0,1,27-01-2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,-0.9016917562312667,0.8019391491408362,227,-0.6294904105325188,10,-0.3524775238032249,0,0
2407,1982,2,0.38571428571428573,69109.0,0,0,09-11-2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,-1.350648992128582,0.800537661367364,1555,1.5759783044544162,19,0.896691414318264,2,1
3834,1962,2,0.21428571428571427,69627.0,0,1,17-03-2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,-0.48726969232605255,0.8247366835893162,861,0.423421611532027,21,1.174284511678595,0,1
7912,1978,2,0.38571428571428573,38136.0,1,0,22-04-2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,0.6869261554053875,-0.6464050322243782,103,-0.8354227303053952,6,-0.9076637185238866,1,0
7712,1946,4,0.21428571428571427,62159.0,0,0,28-04-2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,0.6523909834132863,0.4758596605129874,634,0.04643260678651931,18,0.7578948656380986,0,1
1065,1963,2,0.21428571428571427,80695.0,0,0,29-12-2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,1.2394889072790063,1.3417922394823005,1918,2.178828563144369,18,0.7578948656380986,0,1
7275,1971,3,0.21428571428571427,33316.0,1,1,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,-0.5218048643181538,-0.8715774011622337,131,-0.7889218839050682,7,-0.7688671698437212,0,0
1343,1968,2,0.25892857142857145,58554.0,1,1,26-09-2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,0.20343374751597101,0.30744754640075317,586,-0.033283129899755445,16,0.48030176827776777,0,1
1384,1992,1,0.38571428571428573,17256.0,1,0,23-11-2013,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,-1.350648992128582,-1.6218405225609804,62,-0.9035132553915882,5,-1.0464602672040522,1,0
9967,1974,2,0.10357142857142858,53034.0,1,1,30-05-2013,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,-0.6599455522865585,0.04957379608188132,447,-0.26412661738709275,14,0.20270867091743688,0,0
6181,1950,5,0.25892857142857145,52203.0,0,0,31-07-2012,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,-0.4527345203339514,0.010752584756703326,939,0.5529596836472235,26,1.8682672550794222,0,1
10507,1977,5,0.10357142857142858,59601.0,0,1,25-07-2013,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,-1.2125083041601774,0.3563594696949305,797,0.317133962616994,11,-0.21368097512305942,1,1
2674,1958,3,0.21428571428571427,75154.0,0,1,04-09-2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,1.0322778753263993,1.0829374477219982,1143,0.8917515645638913,15,0.3415052195976023,1,1
2698,1976,2,0.21428571428571427,47025.0,0,1,07-11-2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,0.09982823153966747,-0.23114420494458623,415,-0.3172704418446093,14,0.20270867091743688,0,0
3231,1973,2,0.38571428571428573,37971.0,1,0,25-11-2013,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1.6539109711842206,-0.654113214978475,30,-0.9566570798491048,4,-1.1852568158842176,0,0
4096,1968,3,0.10357142857142858,41335.0,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-0.4969597193131335,187,-0.6959201911044144,9,-0.4912740724833903,0,0
10476,1958,2,0.38571428571428573,67267.0,0,1,13-05-2014,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,-1.696000712049594,0.7144863120761753,251,-0.5896325421893813,10,-0.3524775238032249,0,0
5948,1975,2,0.21428571428571427,57338.0,0,1,29-04-2014,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,1.6193757991921194,0.2506405753160162,237,-0.6128829653895448,10,-0.3524775238032249,0,0
9140,1960,5,0.25892857142857145,50523.0,1,1,25-12-2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,1.3776295952474111,-0.06773073055773593,91,-0.8553516644769639,6,-0.9076637185238866,0,0
10258,1965,3,0.21428571428571427,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1.550305455207917,-0.755954659850783,35,-0.9483533572776178,4,-1.1852568158842176,0,0
5675,1960,4,0.10357142857142858,50611.0,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,1.6884461431763216,-0.06361969975555101,493,-0.1877323697294128,16,0.48030176827776777,1,1
4743,1969,4,0.38571428571428573,56242.0,0,1,03-03-2013,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,0.790531671381691,0.1994395553251677,971,0.60610350810474,23,1.4518776090389258,0,1
8805,1960,2,0.21428571428571427,48904.0,0,1,02-12-2012,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,-1.6614655400574927,-0.1433643540661152,371,-0.3903432004736945,13,0.06391212223727145,0,0
1542,1975,2,0.21428571428571427,56243.0,1,2,30-12-2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,-0.7980862402549632,0.19948627158428345,396,-0.3488245876162597,14,0.20270867091743688,0,0
6770,1985,2,0.38571428571428573,21355.0,1,0,20-08-2013,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,-1.5233248520890879,-1.4303505764455717,68,-0.8935487883058039,5,-1.0464602672040522,2,0
8773,1971,3,0.25892857142857145,57420.0,0,1,25-06-2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,-0.9362269282233678,0.25447130856350664,322,-0.47171968167426664,12,-0.07488442644289399,1,0
10475,1970,3,0.25892857142857145,52247.0,0,1,01-04-2013,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,3,11,0,-0.3491290043576479,0.012808100157795783,317,-0.48002340424575357,12,-0.07488442644289399,0,0
10420,1955,3,0.10357142857142858,46390.0,0,1,05-05-2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,0.2379689195080722,-0.26080902948307966,222,-0.6377941331040057,9,-0.4912740724833903,0,0
7514,1956,5,0.25892857142857145,54342.0,1,1,03-07-2013,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,0.8596020153658934,0.11067866300526616,177,-0.7125276362473882,8,-0.6300706211635557,0,0
2902,1958,2,0.25892857142857145,52247.0,1,1,03-09-2012,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,1.3085592512632087,0.012808100157795783,45,-0.9317459121346439,4,-1.1852568158842176,0,0
4345,1964,5,0.21428571428571427,52247.0,1,1,12-01-2014,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-0.0037772844366360664,0.012808100157795783,21,-0.9716037804777813,3,-1.324053364564383,0,0
793,1973,2,0.38571428571428573,20895.0,1,0,06-10-2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-1.4518400556388111,45,-0.9317459121346439,5,-1.0464602672040522,0,0
10909,1948,2,0.38571428571428573,92344.0,0,0,15-01-2014,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,-1.3851841641206832,1.8859899419215285,1899,2.1472744173727185,20,1.0354879629984295,2,1
3769,1972,4,0.25892857142857145,52247.0,1,0,02-03-2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.1089027881838738,0.012808100157795783,42,-0.936728145677536,4,-1.1852568158842176,0,0
8702,1976,5,0.25892857142857145,26907.0,1,1,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.350648992128582,-1.1709819058349964,22,-0.9699430359634839,4,-1.1852568158842176,0,0
4791,1980,2,0.25892857142857145,44964.0,1,1,16-12-2012,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,-0.48726969232605255,-0.32742641498212155,41,-0.9383888901918335,4,-1.1852568158842176,0,0
2963,1979,2,0.25892857142857145,75507.0,0,0,02-05-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,0.2379689195080722,1.0994282871898535,1440,1.3849926853102164,20,1.0354879629984295,0,1
8216,1972,3,0.38571428571428573,53761.0,1,1,11-10-2013,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,-1.4542545081048857,0.08353651645902259,325,-0.46673744813137447,11,-0.21368097512305942,0,0
8140,1973,2,0.25892857142857145,22682.0,1,0,03-10-2013,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,0.06529305954756628,-1.3683581005989878,95,-0.8487086864197744,7,-0.7688671698437212,0,0
10146,1972,4,0.25892857142857145,38887.0,1,0,02-03-2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.1089027881838738,-0.6113211216284592,42,-0.936728145677536,4,-1.1852568158842176,0,0
5289,1975,5,0.21428571428571427,41658.0,1,1,09-11-2012,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,-0.6599455522865585,-0.4818703676187502,72,-0.8869058102486144,4,-1.1852568158842176,0,0
2587,1972,4,0.38571428571428573,29791.0,1,0,15-05-2014,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,-0.970762100215469,-1.0362522145452089,20,-0.9732645249920786,5,-1.0464602672040522,0,0
4405,1956,3,0.38571428571428573,63915.0,0,2,30-07-2013,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,-1.6269303680653915,0.5578934115202226,789,0.3038480065026149,21,1.174284511678595,0,1
8663,1974,2,0.10357142857142858,39996.0,1,1,22-05-2014,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1.2394889072790063,-0.5595127902691062,15,-0.9815682475635656,3,-1.324053364564383,0,0
2589,1972,2,0.10357142857142858,26759.0,1,0,07-02-2014,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,0.5487854674369828,-1.1778959121841255,59,-0.9084954889344804,6,-0.9076637185238866,0,0
3421,1968,3,0.10357142857142858,63841.0,0,1,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,0.5142502954448817,0.5544364083456581,908,0.5014766037040044,21,1.174284511678595,0,1
